timestamp,activity,cluster
2013-12-01 00:00:00,28806.19881638287,3
2013-12-01 00:10:00,29032.127372403003,3
2013-12-01 00:20:00,28644.09807902752,3
2013-12-01 00:30:00,27720.96547422683,3
2013-12-01 00:40:00,27634.30336929212,3
2013-12-01 00:50:00,26912.75041031865,3
2013-12-01 01:00:00,26850.517679253724,3
2013-12-01 01:10:00,26106.03221926424,3
2013-12-01 01:20:00,25094.160057335503,3
2013-12-01 01:30:00,25017.16652005412,3
2013-12-01 01:40:00,24955.831333617756,3
2013-12-01 01:50:00,23911.520716718063,3
2013-12-01 02:00:00,24195.394133304853,3
2013-12-01 02:10:00,23301.928394012462,3
2013-12-01 02:20:00,22458.60679949208,3
2013-12-01 02:30:00,22065.33703372241,3
2013-12-01 02:40:00,21178.057860774097,3
2013-12-01 02:50:00,20023.242309251025,3
2013-12-01 03:00:00,19841.41619159261,3
2013-12-01 03:10:00,19789.344713474868,3
2013-12-01 03:20:00,19329.29132828449,3
2013-12-01 03:30:00,19081.89553030875,3
2013-12-01 03:40:00,18886.96992052661,3
2013-12-01 03:50:00,18163.941163416363,3
2013-12-01 04:00:00,17715.04290042979,3
2013-12-01 04:10:00,17750.11720617754,3
2013-12-01 04:20:00,17364.898961053743,3
2013-12-01 04:30:00,17016.330070104603,3
2013-12-01 04:40:00,17081.608986215375,3
2013-12-01 04:50:00,16249.915079773997,3
2013-12-01 05:00:00,16667.468241313047,3
2013-12-01 05:10:00,16571.44982047226,3
2013-12-01 05:20:00,16171.0360167182,3
2013-12-01 05:30:00,16212.426227686765,3
2013-12-01 05:40:00,16352.0290913159,3
2013-12-01 05:50:00,15731.806907094304,3
2013-12-01 06:00:00,15951.811414927575,3
2013-12-01 06:10:00,15929.58607465246,3
2013-12-01 06:20:00,15994.639158631664,3
2013-12-01 06:30:00,16165.37086442264,3
2013-12-01 06:40:00,16506.724181128553,3
2013-12-01 06:50:00,16564.8980588292,3
2013-12-01 07:00:00,16674.80415867166,3
2013-12-01 07:10:00,17513.195852178094,3
2013-12-01 07:20:00,17230.372772015595,3
2013-12-01 07:30:00,18360.394490558483,3
2013-12-01 07:40:00,18899.052246716525,3
2013-12-01 07:50:00,19256.240735367708,3
2013-12-01 08:00:00,21809.006358603503,3
2013-12-01 08:10:00,22702.62560524621,3
2013-12-01 08:20:00,23476.60714265832,3
2013-12-01 08:30:00,24625.602614842184,3
