timestamp,activity,cluster
2013-12-01 00:00:00,8234.297869608488,2
2013-12-01 00:10:00,8096.933006783476,2
2013-12-01 00:20:00,7845.540330076292,2
2013-12-01 00:30:00,7610.082076681824,2
2013-12-01 00:40:00,7099.6921439957,2
2013-12-01 00:50:00,6943.279786859583,2
2013-12-01 01:00:00,6729.832479499484,2
2013-12-01 01:10:00,6418.271986901104,2
2013-12-01 01:20:00,6240.45220655906,2
2013-12-01 01:30:00,6017.362516352588,2
2013-12-01 01:40:00,5812.436741939932,2
2013-12-01 01:50:00,5840.593956206783,2
2013-12-01 02:00:00,5680.329829754669,2
2013-12-01 02:10:00,5417.166723862179,2
2013-12-01 02:20:00,5266.383724808178,2
2013-12-01 02:30:00,5012.450868153687,2
2013-12-01 02:40:00,5059.575017911667,2
2013-12-01 02:50:00,4863.6005713353925,2
2013-12-01 03:00:00,4811.915307377861,2
2013-12-01 03:10:00,4704.339266212613,2
2013-12-01 03:20:00,4708.245547551614,2
2013-12-01 03:30:00,4517.761641595005,2
2013-12-01 03:40:00,4508.074581661991,2
2013-12-01 03:50:00,4555.470709107361,2
2013-12-01 04:00:00,4368.147031288262,2
2013-12-01 04:10:00,4289.018607394772,2
2013-12-01 04:20:00,4204.613285781953,2
2013-12-01 04:30:00,4235.450785877002,2
2013-12-01 04:40:00,4278.040218017294,2
2013-12-01 04:50:00,4170.108043910544,2
2013-12-01 05:00:00,4222.347236518847,2
2013-12-01 05:10:00,4200.218910757511,2
2013-12-01 05:20:00,4229.531821975682,2
2013-12-01 05:30:00,4237.430420117758,2
2013-12-01 05:40:00,4292.301270829785,2
2013-12-01 05:50:00,4231.733685715603,2
2013-12-01 06:00:00,4273.722501152211,2
2013-12-01 06:10:00,4174.380884760081,2
2013-12-01 06:20:00,4303.469894610481,2
2013-12-01 06:30:00,4316.420031886166,2
2013-12-01 06:40:00,4375.89138927708,2
2013-12-01 06:50:00,4592.425752409024,2
2013-12-01 07:00:00,4497.392560600458,2
2013-12-01 07:10:00,4592.256942898602,2
2013-12-01 07:20:00,4705.836366907256,2
2013-12-01 07:30:00,4932.899440115965,2
2013-12-01 07:40:00,5064.861500927253,2
2013-12-01 07:50:00,5223.207771965337,2
2013-12-01 08:00:00,5788.803917827535,2
2013-12-01 08:10:00,5918.050802058056,2
2013-12-01 08:20:00,6143.873998845451,2
2013-12-01 08:30:00,6525.978052317835,2
2013-12-01 08:40:00,6741.961185432429,2
2013-12-01 08:50:00,7035.344301916639,2
2013-12-01 09:00:00,7624.2270793303105,2
2013-12-01 09:10:00,7906.386793613154,2
2013-12-01 09:20:00,8154.382445338937,2
2013-12-01 09:30:00,8492.89041054605,2
2013-12-01 09:40:00,8986.902651642757,2
2013-12-01 09:50:00,9170.791911590162,2
2013-12-01 10:00:00,9385.2361804827,2
2013-12-01 10:10:00,9625.866996480385,2
2013-12-01 10:20:00,9573.689432272477,2
2013-12-01 10:30:00,9667.978758228004,2
2013-12-01 10:40:00,10063.05503175578,2
2013-12-01 10:50:00,10010.40110063744,2
2013-12-01 11:00:00,10185.822894455783,2
2013-12-01 11:10:00,9892.328306165222,2
2013-12-01 11:20:00,9919.26547091868,2
2013-12-01 11:30:00,10294.558913767807,2
2013-12-01 11:40:00,10309.221324474753,2
2013-12-01 11:50:00,10234.53125306097,2
2013-12-01 12:00:00,10303.573040111738,2
2013-12-01 12:10:00,10430.759484657883,2
2013-12-01 12:20:00,10501.288002385068,2
2013-12-01 12:30:00,10350.232969237222,2
2013-12-01 12:40:00,10339.371145824754,2
2013-12-01 12:50:00,10226.328792150129,2
2013-12-01 13:00:00,9869.80801869831,2
2013-12-01 13:10:00,10093.632289859754,2
2013-12-01 13:20:00,9881.67080199352,2
2013-12-01 13:30:00,9885.96414381102,2
2013-12-01 13:40:00,10078.888777020898,2
2013-12-01 13:50:00,10062.724750213,2
2013-12-01 14:00:00,9957.052589305456,2
2013-12-01 14:10:00,10105.8910534354,2
2013-12-01 14:20:00,10067.026705773043,2
2013-12-01 14:30:00,10092.408803739538,2
2013-12-01 14:40:00,9884.345918669633,2
2013-12-01 14:50:00,9678.61984578343,2
2013-12-01 15:00:00,10103.095124858894,2
2013-12-01 15:10:00,10137.447245903695,2
2013-12-01 15:20:00,9963.76702897005,2
2013-12-01 15:30:00,9952.504448378002,2
2013-12-01 15:40:00,10267.276144272244,2
2013-12-01 15:50:00,10318.47416195242,2
2013-12-01 16:00:00,10073.811499039595,2
2013-12-01 16:10:00,10265.899799074708,2
