Time,AMF Utilization (%)
0,62.06666666666667
10,60.150000000000006
20,59.49166666666667
30,60.483333333333334
40,55.80833333333334
50,53.88333333333334
60,51.16666666666667
70,50.125
80,48.266666666666666
90,47.25
100,47.21666666666667
110,44.69166666666667
120,43.575
130,41.13333333333333
140,39.78333333333333
150,39.24166666666667
160,36.791666666666664
170,35.38333333333333
180,35.541666666666664
190,34.46666666666667
200,33.74166666666667
210,33.625
220,33.016666666666666
230,31.64166666666667
240,31.64166666666667
250,32.15833333333333
260,31.716666666666665
270,32.03333333333334
280,30.983333333333334
290,30.59166666666667
300,30.708333333333332
310,30.84166666666667
320,30.766666666666666
330,30.741666666666667
340,30.8
350,30.45
360,30.475
370,31.291666666666668
380,32.125
390,32.58333333333333
400,32.225
410,32.708333333333336
420,33.025
430,34.4
440,34.31666666666667
450,36.20833333333333
460,36.525
470,37.175000000000004
480,41.68333333333333
490,42.31666666666667
500,43.50833333333333
510,45.550000000000004
520,47.358333333333334
530,49.875
540,52.300000000000004
550,53.80833333333334
560,55.25833333333333
570,58.099999999999994
580,58.56666666666667
590,60.49166666666667
600,61.78333333333333
610,63.05833333333334
620,67.01666666666667
630,66.68333333333332
640,66.78333333333333
650,69.24166666666667
660,70.1
670,70.375
680,73.00833333333333
690,73.84166666666667
700,73.6
710,74.375
720,74.675
730,76.875
740,75.05
750,75.64166666666667
760,77.31666666666666
770,74.15833333333333
780,73.34166666666667
790,73.6
800,73.5
810,74.89166666666667
820,74.96666666666667
830,74.88333333333334
840,73.19166666666666
850,75.4
860,75.83333333333333
870,76.59166666666667
880,75.70833333333333
890,74.01666666666667
900,74.61666666666666
910,74.4
920,74.16666666666667
930,75.55
940,74.88333333333334
950,79.0
960,78.39166666666667
970,79.35833333333333
980,78.30833333333334
990,78.96666666666667
1000,77.39166666666667
1010,80.51666666666667
1020,78.525
1030,78.23333333333333
1040,81.86666666666666
1050,78.64999999999999
1060,79.77499999999999
1070,83.14166666666667
1080,81.40833333333333
1090,79.70833333333334
1100,80.16666666666666
1110,80.56666666666666
1120,40.60416666666667
1130,39.5125
1140,37.987500000000004
1150,38.54166666666667
1160,76.03174603174602
1170,78.60561056105611
1180,77.00833333333334
1190,74.55833333333334
1200,74.28333333333333
1210,73.425
1220,75.425
1230,73.16666666666667
1240,73.65
1250,71.10833333333333
1260,71.80833333333332
1270,71.53333333333333
1280,67.975
1290,68.59166666666667
1300,67.83333333333333
1310,67.675
1320,64.88333333333334
1330,66.025
1340,65.18333333333334
1350,63.224999999999994
1360,61.541666666666664
1370,62.50833333333333
1380,59.458333333333336
1390,57.03333333333334
1400,55.833333333333336
1410,53.81666666666667
1420,52.38333333333334
1430,50.724999999999994
1440,51.11666666666667
1450,48.833333333333336
1460,46.7
1470,46.71666666666667
1480,44.233333333333334
1490,43.44166666666667
1500,42.8
1510,41.391666666666666
1520,40.71666666666667
1530,39.93333333333333
1540,38.80833333333334
1550,37.19166666666667
1560,37.858333333333334
1570,37.45
1580,36.625
1590,36.075
1600,35.0
1610,34.84166666666667
1620,34.175
1630,33.18333333333333
1640,32.175
1650,32.766666666666666
1660,33.483333333333334
1670,32.800000000000004
1680,33.0
1690,31.808333333333334
1700,31.466666666666665
1710,32.1
1720,32.18333333333334
1730,32.24166666666667
1740,32.208333333333336
1750,32.36666666666667
1760,32.175
1770,33.175
1780,33.858333333333334
1790,33.525
1800,34.65
1810,35.68333333333334
1820,36.7
1830,38.90833333333333
1840,41.525
1850,44.56666666666666
1860,47.975
1870,52.175000000000004
1880,53.900000000000006
1890,57.53333333333334
1900,59.63333333333334
1910,61.4
1920,64.325
1930,66.36666666666666
1940,67.90833333333333
1950,68.4
1960,70.175
1970,70.60833333333333
1980,71.05833333333334
1990,71.56666666666666
2000,71.3
2010,71.38333333333333
2020,71.45833333333333
2030,69.85
2040,72.44166666666668
2050,71.75
2060,71.7
2070,73.175
2080,72.75
2090,73.65833333333333
2100,73.7
2110,74.09166666666667
